Date,Description,Original Description,Category,Amount,Status
2026-03-10,"Lawdistrict","LAWDISTRICT18553022149   855-3022149  FL",Business Services,-1.95,Posted
2026-03-09,"Transfer to Venmo","VENMO            PAYMENT    ***********8776",Transfer,-250.00,Posted
2026-03-09,"Uber Eats","PAYPAL           INST XFER  ***********EATS",Food & Dining,-21.06,Posted
2026-03-09,"PayPal Purchase","PAYPAL           INST XFER  ***********271A",Uncategorized,-13.81,Posted
2026-03-09,"PayPal Purchase","PAYPAL           INST XFER  ***********RRIS",Uncategorized,-7.00,Posted
2026-03-09,"Uber Eats","PAYPAL           INST XFER  ***********EATS",Food & Dining,-4.42,Posted
2026-03-09,"Trader Joe's","TRADER JOE S #28 1779 E  GILBERT      AZ",Groceries,-281.60,Posted
2026-03-09,"Shop.mlb.co","PAYPAL *SHOP.MLB.CO      402-935-7733 FL",Shopping,-130.08,Posted
2026-03-09,"Country Place","FCB*COUNTRY PLACE A      866.800.4656 NE",Mortgage & Rent,-117.76,Posted
2026-03-09,"Dick's Sporting Goods","Dicks Sporting Goods     Gilbert      AZ",Sporting Goods,-71.00,Posted
2026-03-09,"Fabletics","IBI*FABLETICS.COM        844-3225384  CA",Clothing,-69.95,Posted
2026-03-09,"Vudu","PAYPAL *VUDU LLC         402-935-7733 CA",Movies & Dvds,-26.56,Posted
2026-03-09,"Posit Software","POSIT SOFTWARE  PBC      POSIT.CO     MA",Electronics & Software,-21.26,Posted
2026-03-09,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-20.19,Posted
2026-03-09,"Netflix","Netflix.com              netflix.com  CA",Television,-19.39,Posted
2026-03-09,"Posit Software","POSIT SOFTWARE  PBC      WWW.POSIT.CO MA",Electronics & Software,-13.82,Posted
2026-03-06,"Wa Chandler Az","WA552506                 CHANDLER     AZ",Cash,-300.00,Posted
2026-03-06,"Savage X","PAYPAL *SAVAGE X         402-935-7733 CA",Clothing,-42.99,Posted
2026-03-06,"Bongiorno Bagels","TST*BONGIORNO BAGELS     Gilbert      AZ",Fast Food,-31.18,Posted
2026-03-05,"Google Apps Comme","GOOGLE           APPS_COMME ***********R8YG",Entertainment,-8.40,Posted
2026-03-05,"Foot Locker","Foot Locker              800-9916815  NY",Clothing,-154.14,Posted
2026-03-04,"PayPal Purchase","PAYPAL           INST XFER  ***********OSTC",Uncategorized,-244.48,Posted
2026-03-04,"Amazon","AMAZON MARKETPLA INTERNET   ***********2378",Shopping,-19.30,Posted
2026-03-04,"Blu Omega Payroll","BLU OMEGA LLC    PAYROLL    ***********3R67",Paycheck,4748.49,Posted
2026-03-03,"Interest Paid","INTEREST PAID",Interest Income,0.03,Posted
2026-03-03,"Taxes Withheld","TAX WITHHELD",Taxes,-0.01,Posted
2026-03-03,"Transfer to Venmo","VENMO            PAYMENT    ***********2719",Transfer,-754.06,Posted
2026-03-03,"Stash","STASH CAPITAL (S ACH        ***********1244",Investments,-165.00,Posted
2026-03-03,"Stash Cash","Stash Cash Mngt  Stash      ***********RXDK",Investments,-30.00,Posted
2026-03-03,"Amazon","AMAZON.COM SERVI INTERNET   ***********1998",Shopping,-25.50,Posted
2026-03-03,"Disney+","PAYPAL           INST XFER  ***********PLUS",Television,-13.00,Posted
2026-03-03,"Stash","Stash Financial  Stash Subs ***********F46F",Service Fee,-12.00,Posted
2026-03-03,"Circle K","CIRCLE K # 03462         GILBERT      AZ",Gas,-29.73,Posted
2026-03-03,"Transfer from Venmo","VENMO            CASHOUT    ***********3573",Transfer,100.00,Posted
2026-03-02,"City of Chandler","CITY OF CHANDLER UTILITY    ***********4944",Utilities,-69.27,Posted
2026-03-02,"Uber Eats","PAYPAL           INST XFER  ***********EATS",Food & Dining,-38.13,Posted
2026-03-02,"Amazon","AMAZON.COM SERVI INTERNET   ***********8396",Shopping,-24.34,Posted
2026-03-02,"Amazon","AMAZON MARKETPLA INTERNET   ***********6626",Shopping,-20.19,Posted
2026-03-02,"Amazon","AMAZON.COM SERVI INTERNET   ***********1160",Shopping,-20.17,Posted
2026-03-02,"Uber Eats","PAYPAL           INST XFER  ***********EATS",Food & Dining,-10.90,Posted
2026-03-02,"Amazon","AMAZON MARKETPLA INTERNET   ***********9894",Shopping,-9.55,Posted
2026-03-02,"Shop.mlb.co","PAYPAL *SHOP.MLB.CO      402-935-7733 FL",Shopping,-127.08,Posted
2026-03-02,"Chases Diner","TST*CHASES DINER         Chandler     AZ",Restaurants,-58.25,Posted
2026-03-02,"Bongiorno Bagels","TST*BONGIORNO BAGELS     Gilbert      AZ",Fast Food,-31.18,Posted
2026-03-02,"Prime Video","Prime Video *B91PG10M0   888-802-3080 WA",Television,-15.93,Posted
2026-03-02,"Posit Software","POSIT SOFTWARE  PBC      WWW.POSIT.CO MA",Electronics & Software,-13.82,Posted
2026-02-27,"Cox Communications","COX COMM PHX     PURCHASE   ***********GIeG",Utilities,-209.95,Posted
2026-02-27,"Transfer to Venmo","VENMO            PAYMENT    ***********9033",Transfer,-109.65,Posted
2026-02-27,"Amazon","AMAZON MARKETPLA INTERNET   ***********2186",Shopping,-27.62,Posted
2026-02-27,"Goodwill","GOODWILL #110204         CHANDLER     AZ",Shopping,-16.97,Posted
2026-02-26,"Stash","STASH CAPITAL (S ACH        ***********0151",Investments,-100.00,Posted
2026-02-26,"PayPal Purchase","PAYPAL           INST XFER  ***********1518",Uncategorized,-34.99,Posted
2026-02-26,"Amazon","AMAZON MARKETPLA INTERNET   ***********1264",Shopping,-29.75,Posted
2026-02-26,"PayPal Purchase","PAYPAL           INST XFER  *********** 609",Uncategorized,-11.61,Posted
2026-02-26,"Apple","APPLE COM                CUPERTINO    CA",Electronics & Software,-3.18,Posted
2026-02-25,"Amazon","AMAZON MARKETPLA INTERNET   ***********8272",Shopping,-46.66,Posted
2026-02-25,"Fry's Food and Drug","FRYS-FOOD-DRG #0072      GILBERT      AZ",Groceries,-88.23,Posted
2026-02-24,"Amazon Store Card","AMZ_STORECRD_PMT PAYMENT    ***********6199",Credit Card Payment,-227.00,Posted
2026-02-24,"Amazon","AMAZON.COM SERVI INTERNET   ***********7092",Shopping,-67.40,Posted
2026-02-24,"Amazon","AMAZON.COM SERVI INTERNET   ***********0906",Shopping,-53.14,Posted
2026-02-24,"Stash Cash","Stash Cash Mngt  Stash      ***********7U5X",Investments,-30.00,Posted
2026-02-24,"System .com","SYSTEM76.COM_K2K8KV      SYSTEM76.COM CO",Electronics & Software,-1976.25,Posted
2026-02-24,"Jv's Barbershop","SQ *JV'S BARBERSHOP      GILBERT      AZ",Hair,-41.25,Posted
2026-02-24,"Hulu","Hulu                     877-8244858  CA",Television,-12.93,Posted
2026-02-23,"PayPal Purchase","PAYPAL           INST XFER  ***********OSTC",Uncategorized,-234.48,Posted
2026-02-23,"USAA Property and Casualty Insurance","USAA P&C         AUTOPAY    ***********4749",Financial,-108.19,Posted
2026-02-23,"Blue Sky Pest Co","Blue Sky Pest Co WWP*Blue S ***********542f",Uncategorized,-50.00,Posted
2026-02-23,"Chandler","WW553726                 CHANDLER     AZ",Cash,-300.00,Posted
2026-02-23,"Chandler","WW553726                 CHANDLER     AZ",Cash,-300.00,Posted
2026-02-23,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-12.75,Posted
2026-02-23,"Mobile Deposit","DEPOSIT@MOBILE",Income,3588.31,Posted
2026-02-19,"Amazon","AMAZON.COM SERVI INTERNET   ***********8174",Shopping,-44.65,Posted
2026-02-19,"Rocket Money Premium","Rocket Money     Premium    ***********R0M5",Financial,-10.78,Posted
2026-02-19,"PayPal Purchase","PAYPAL           INST XFER  ***********TIME",Uncategorized,-4.25,Posted
2026-02-18,"Paddle","PADDLE.COM MARKE IAT PAYPAL ***********0629",Electronics & Software,-53.87,Posted
2026-02-18,"Stash Cash","Stash Cash Mngt  Stash      ***********OK5P",Investments,-30.00,Posted
2026-02-18,"Amazon","AMAZON.COM SERVI INTERNET   ***********6154",Shopping,-19.95,Posted
2026-02-18,"Amazon","AMAZON.COM SERVI INTERNET   ***********7960",Shopping,-11.14,Posted
2026-02-18,"Blu Omega Payroll","BLU OMEGA LLC    PAYROLL    ***********8R67",Paycheck,3513.13,Posted
2026-02-17,"Lakeview Loan Servicing","LAKEVIEW LN SRV  MTG PYMT   ***********8233",Mortgage & Rent,-2840.68,Posted
2026-02-17,"Salt River Project SurePay","SRP              SUREPAY-S1 ***********8008",Bills & Utilities,-165.40,Posted
2026-02-17,"USAA Credit Card","USAA CREDIT CARD PAYMENT    ***********5021",Credit Card Payment,-143.00,Posted
2026-02-17,"PayPal Purchase","PAYPAL           INST XFER  ***********CART",Uncategorized,-68.18,Posted
2026-02-17,"Amazon","AMAZON.COM SERVI INTERNET   ***********2350",Shopping,-38.86,Posted
2026-02-17,"Amazon Prime Now","PRIME NOW LLC    INTERNET   ***********0856",Groceries,-22.76,Posted
2026-02-17,"Amazon","AMAZON.COM SERVI INTERNET   ***********5982",Shopping,-20.06,Posted
2026-02-17,"PayPal Purchase","PAYPAL           INST XFER  ***********CART",Uncategorized,-15.51,Posted
2026-02-17,"Snip Its Gil","SNIP-ITS* SNIP-ITS-GIL   148-09638111 AZ",Hair,-70.28,Posted
2026-02-17,"In-N-Out Burger","IN-N-OUT CHANDLER 3      CHANDLER     AZ",Fast Food,-30.81,Posted
2026-02-17,"Claude.ai Subscription","CLAUDE.AI SUBSCRIPTION   ANTHROPIC.COMCA",Electronics & Software,-21.56,Posted
2026-02-17,"Celebrity Tanning","Celebrity Tanning 213    Chandler     AZ",Spa & Massage,-16.03,Posted
2026-02-17,"Posit Software","POSIT SOFTWARE  PBC      POSIT.CO     MA",Business Services,-15.95,Posted
2026-02-13,"PayPal Purchase","PAYPAL           INST XFER  ***********.HBO",Uncategorized,-19.66,Posted
2026-02-12,"Circle K","CIRCLE K # 03462         GILBERT      AZ",Gas,-46.00,Posted
2026-02-12,"Goodwill","GOODWILL #110204         CHANDLER     AZ",Shopping,-39.00,Posted
2026-02-12,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-13.81,Posted
2026-02-11,"PayPal Purchase","PAYPAL           INST XFER  ***********OSTC",Uncategorized,-245.90,Posted
2026-02-11,"Waste Management","WASTE MANAGEMENT PAYMENT    ***********3001",Utilities,-26.88,Posted
2026-02-11,"Fabletics","IBI*FABLETICS.COM        844-3225384  CA",Clothing,-69.95,Posted
2026-02-10,"Amazon","AMAZON.COM SERVI INTERNET   ***********3206",Shopping,-51.71,Posted
2026-02-10,"Stash Cash","Stash Cash Mngt  Stash      ***********C8QL",Investments,-30.00,Posted
2026-02-10,"Amazon","AMAZON.COM SERVI INTERNET   ***********2818",Shopping,-21.25,Posted
2026-02-10,"Amazon","AMAZON.COM SERVI INTERNET   ***********3048",Shopping,-13.80,Posted
2026-02-10,"PayPal Purchase","PAYPAL           INST XFER  ***********2874",Uncategorized,-12.75,Posted
2026-02-10,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.47,Posted
2026-02-10,"Mobile Deposit","DEPOSIT@MOBILE",Income,115.38,Posted
2026-02-09,"Amazon","AMAZON.COM SERVI INTERNET   ***********6618",Shopping,-27.93,Posted
2026-02-09,"Amazon","AMAZON MARKETPLA INTERNET   ***********1382",Shopping,-23.38,Posted
2026-02-09,"Amazon","AMAZON MARKETPLA INTERNET   ***********5312",Shopping,-9.34,Posted
2026-02-09,"PayPal Purchase","PAYPAL           INST XFER  ***********RRIS",Uncategorized,-7.00,Posted
2026-02-09,"Fry's Food and Drug","FRYS-FOOD-DRG #0 87 E.   GILBERT      AZ",Groceries,-91.73,Posted
2026-02-09,"Savage X","PAYPAL *SAVAGE X         402-935-7733 CA",Clothing,-47.28,Posted
2026-02-09,"Apple","APPLE COM                CUPERTINO    CA",Electronics & Software,-20.19,Posted
2026-02-09,"Netflix","Netflix.com              LOS GATOS    CA",Television,-19.39,Posted
2026-02-09,"Posit Software","POSIT SOFTWARE  PBC      WWW.POSIT.CO MA",Electronics & Software,-13.82,Posted
2026-02-09,"Eos Ray and Cooper","8185 EOS RAY AND COOPER  CHANDLER     AZ",Entertainment,-6.08,Posted
2026-02-06,"Uber Eats","PAYPAL           INST XFER  ***********EATS",Food & Dining,-90.41,Posted
2026-02-06,"Amazon","AMAZON MARKETPLA INTERNET   ***********4424",Shopping,-35.06,Posted
2026-02-06,"Uber Eats","PAYPAL           INST XFER  ***********EATS",Food & Dining,-13.70,Posted
2026-02-06,"Cooper Ray Ent","COOPER  RAY ENT          CHANDLER     AZ",Gas,-29.23,Posted
2026-02-05,"Transfer to Venmo","VENMO            PAYMENT    ***********4003",Transfer,-125.00,Posted
2026-02-05,"Google Apps Comme Efg","GOOGLE           APPS_COMME ***********EFG2",Entertainment,-8.40,Posted
2026-02-05,"Goodwill","GOODWILL #110204         CHANDLER     AZ",Shopping,-26.06,Posted
2026-02-05,"Circle K","CIRCLE K # 03462         GILBERT      AZ",Gas,-18.52,Posted
2026-02-05,"Goodwill","GOODWILL #110204         CHANDLER     AZ",Shopping,-2.85,Posted
2026-02-04,"Transfer to Venmo","VENMO            PAYMENT    ***********8027",Transfer,-125.00,Posted
2026-02-04,"Blu Omega Payroll","BLU OMEGA LLC    PAYROLL    ***********0R67",Paycheck,3513.14,Posted
2026-02-03,"Interest Paid","INTEREST PAID",Interest Income,0.03,Posted
2026-02-03,"Taxes Withheld","TAX WITHHELD",Taxes,-0.01,Posted
2026-02-03,"Stash","STASH CAPITAL (S ACH        ***********1582",Investments,-165.00,Posted
2026-02-03,"Amazon","AMAZON.COM SERVI INTERNET   ***********4254",Shopping,-95.62,Posted
2026-02-03,"Stash Cash","Stash Cash Mngt  Stash      ***********E113",Investments,-30.00,Posted
2026-02-03,"Disney+","PAYPAL           INST XFER  ***********PLUS",Television,-13.00,Posted
2026-02-03,"Stash","Stash Financial  Stash Subs ***********0420",Service Fee,-12.00,Posted
2026-02-03,"OpenAI","OPENAI *CHATGPT SUBSCR   OPENAI.COM   CA",Business Services,-21.26,Posted
2026-02-02,"PayPal Purchase","PAYPAL           INST XFER  ***********OSTC",Uncategorized,-254.57,Posted
2026-02-02,"City of Chandler","CITY OF CHANDLER UTILITY    ***********9395",Utilities,-69.27,Posted
2026-02-02,"Amazon","AMAZON.COM SERVI INTERNET   ***********8106",Shopping,-16.13,Posted
2026-02-02,"Amazon","AMAZON.COM SERVI INTERNET   ***********7908",Shopping,-15.36,Posted
2026-02-02,"PayPal Purchase","PAYPAL           INST XFER  ***********OSTC",Uncategorized,-9.17,Posted
2026-02-02,"Posit Software","POSIT SOFTWARE  PBC      WWW.POSIT.CO MA",Electronics & Software,-13.82,Posted
2026-01-30,"Amazon","AMAZON MARKETPLA INTERNET   ***********7866",Shopping,-5.99,Posted
2026-01-29,"Amazon","AMAZON.COM SERVI INTERNET   ***********4804",Shopping,-42.51,Posted
2026-01-29,"Amazon","AMAZON.COM SERVI INTERNET   ***********2352",Shopping,-24.96,Posted
2026-01-28,"Amazon","AMAZON MARKETPLA INTERNET   ***********5888",Shopping,-39.35,Posted
2026-01-27,"Cox Communications","COX COMM PHX     PURCHASE   ***********lX2x",Utilities,-189.95,Posted
2026-01-27,"Stash","STASH CAPITAL (S ACH        ***********1075",Investments,-100.00,Posted
2026-01-27,"Stash Cash","Stash Cash Mngt  Stash      ***********6T31",Investments,-30.00,Posted
2026-01-27,"Jv's Barbershop","SQ *JV'S BARBERSHOP      GILBERT      AZ",Hair,-41.25,Posted
2026-01-27,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-3.18,Posted
2026-01-26,"Amazon Store Card","AMZ_STORECRD_PMT PAYMENT    ***********6199",Credit Card Payment,-230.00,Posted
2026-01-26,"Amazon","AMAZON MARKETPLA INTERNET   ***********6880",Shopping,-222.06,Posted
2026-01-26,"PayPal Purchase","PAYPAL           INST XFER  ***********CART",Uncategorized,-100.10,Posted
2026-01-26,"PayPal Purchase","PAYPAL           INST XFER  ***********1518",Uncategorized,-34.99,Posted
2026-01-26,"Amazon","AMAZON MARKETPLA INTERNET   ***********7180",Shopping,-15.89,Posted
2026-01-26,"Amazon","AMAZON MARKETPLA INTERNET   ***********7174",Shopping,-15.88,Posted
2026-01-26,"Amazon","AMAZON MARKETPLA INTERNET   ***********7168",Shopping,-12.70,Posted
2026-01-26,"PayPal Purchase","PAYPAL           INST XFER  *********** B1C",Uncategorized,-11.61,Posted
2026-01-26,"Goodwill","GOODWILL # 098           GILBERT      AZ",Shopping,-20.05,Posted
2026-01-26,"Hulu","Hulu                     877-8244858  CA",Television,-12.99,Posted
2026-01-26,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.48,Posted
2026-01-23,"PayPal Purchase","PAYPAL           INST XFER  ***********OSTC",Uncategorized,-384.86,Posted
2026-01-23,"Stash","STASH CAPITAL (S ACH        ***********1204",Investments,-50.00,Posted
2026-01-23,"Amazon","AMAZON.COM SERVI INTERNET   ***********6014",Shopping,-30.87,Posted
2026-01-23,"Amazon","AMAZON.COM SERVI INTERNET   ***********0292",Shopping,-11.97,Posted
2026-01-23,"Vimeo","VMO*VIMEO.COM            848-359-5618 NY",Entertainment,-116.21,Posted
2026-01-22,"PayPal Purchase","PAYPAL           INST XFER  ***********TIME",Uncategorized,-4.25,Posted
2026-01-22,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-12.75,Posted
2026-01-21,"USAA Property and Casualty Insurance","USAA P&C         AUTOPAY    ***********4749",Financial,-51.53,Posted
2026-01-21,"Blue Sky Pest Co S F Fa","Blue Sky Pest Co WWP*Blue S ***********f4fa",Uncategorized,-50.00,Posted
2026-01-21,"Stash Cash Jodo","Stash Cash Mngt  Stash      ***********JODO",Investments,-30.00,Posted
2026-01-21,"Rocket Money Premium","Rocket Money     Premium    ***********M5E3",Financial,-10.78,Posted
2026-01-21,"Blu Omega Payroll","BLU OMEGA LLC    PAYROLL    ***********6R67",Paycheck,3513.13,Posted
2026-01-20,"Salt River Project SurePay","SRP              SUREPAY-S1 ***********8008",Bills & Utilities,-220.31,Posted
2026-01-20,"Amazon","AMAZON.COM SERVI INTERNET   ***********4660",Shopping,-15.96,Posted
2026-01-20,"Amazon","AMAZON.COM SERVI INTERNET   ***********9560",Shopping,-14.87,Posted
2026-01-20,"Hims & Hers Health","HIMS & HERS HEALTH       FORHIMS.COM  CA",Pharmacy,-606.00,Posted
2026-01-20,"Posit Software","POSIT SOFTWARE  PBC      POSIT.CO     MA",Business Services,-15.95,Posted
2026-01-20,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.43,Posted
2026-01-16,"Lakeview Loan Servicing","LAKEVIEW LN SRV  MTG PYMT   ***********8233",Mortgage & Rent,-2840.68,Posted
2026-01-15,"Republic Services","REPUBLICSERVICES RSIBILLPAY ***********5169",Utilities,-153.98,Posted
2026-01-15,"USAA Credit Card","USAA CREDIT CARD PAYMENT    ***********5021",Credit Card Payment,-132.00,Posted
2026-01-15,"Amazon","AMAZON.COM SERVI INTERNET   ***********1072",Shopping,-30.78,Posted
2026-01-15,"Amazon","AMAZON.COM SERVI INTERNET   ***********3468",Shopping,-11.97,Posted
2026-01-15,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.42,Posted
2026-01-14,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.44,Posted
2026-01-13,"Stash Cash","Stash Cash Mngt  Stash      ***********7TNW",Investments,-30.00,Posted
2026-01-13,"PayPal Purchase","PAYPAL           INST XFER  ***********.HBO",Uncategorized,-19.66,Posted
2026-01-13,"Circle K","CIRCLE K # 03462         GILBERT      AZ",Fast Food,-11.89,Posted
2026-01-12,"PayPal Purchase","PAYPAL           INST XFER  ***********OSTC",Uncategorized,-178.02,Posted
2026-01-12,"PayPal Purchase","PAYPAL           INST XFER  ***********OSTC",Uncategorized,-0.53,Posted
2026-01-12,"Circle K","CIRCLE K # 03462         GILBERT      AZ",Gas,-63.59,Posted
2026-01-12,"Posit Software","POSIT SOFTWARE  PBC      WWW.POSIT.CO MA",Electronics & Software,-13.82,Posted
2026-01-12,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-13.81,Posted
2026-01-12,"Icp Goldfish Swim Schoo","ICP*Goldfish Swim Schoo  480-6802323  AZ",Education,-2.01,Posted
2026-01-12,"Icp Goldfish Swim Schoo","ICP*Goldfish Swim Schoo  480-6802323  AZ",Education,-1.00,Posted
2026-01-09,"Waste Management","WASTE MANAGEMENT PAYMENT    ***********3001",Utilities,-27.12,Posted
2026-01-09,"PayPal Purchase","PAYPAL           INST XFER  ***********3575",Uncategorized,-12.75,Posted
2026-01-09,"PayPal Purchase","PAYPAL           INST XFER  ***********RRIS",Uncategorized,-7.00,Posted
2026-01-09,"Vudu","PAYPAL *VUDU LLC         402-935-7733 CA",Movies & Dvds,-10.62,Posted
2026-01-08,"Oregon Vital Rec","VCN*OREGON VITAL REC     888-4121838  OR",Business Services,-67.50,Posted
2026-01-08,"Vudu","PAYPAL *VUDU LLC         402-935-7733 CA",Movies & Dvds,-31.88,Posted
2026-01-08,"Vudu","PAYPAL *VUDU LLC         402-935-7733 CA",Movies & Dvds,-21.25,Posted
2026-01-08,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-20.19,Posted
2026-01-08,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.50,Posted
2026-01-08,"Oregon Vital Rec","VCN*OREGON VITAL REC     888-4121838  OR",Business Services,15.50,Posted
2026-01-07,"Fabletics","IBI*FABLETICS.COM        844-3225384  CA",Clothing,-69.95,Posted
2026-01-07,"Netflix","Netflix.com              netflix.com  CA",Television,-19.39,Posted
2026-01-06,"Stash Cash Lir","Stash Cash Mngt  Stash      ***********LIR5",Investments,-30.00,Posted
2026-01-06,"Jv's Barbershop","SQ *JV'S BARBERSHOP      GILBERT      AZ",Hair,-41.25,Posted
2026-01-05,"PayPal Purchase","PAYPAL           INST XFER  ***********OSTC",Uncategorized,-190.31,Posted
2026-01-05,"Stash","STASH CAPITAL (S ACH        ***********5235",Investments,-145.00,Posted
2026-01-05,"Disney+","PAYPAL           INST XFER  ***********PLUS",Television,-13.00,Posted
2026-01-05,"Stash","Stash Financial  Stash Subs ***********1415",Service Fee,-12.00,Posted
2026-01-05,"Google Apps Comme","GOOGLE           APPS_COMME ***********R9ZV",Entertainment,-5.68,Posted
2026-01-05,"Obsidian Oakville","OBSIDIAN                 OAKVILLE     ON",Shopping,-52.26,Posted
2026-01-05,"OpenAI","OPENAI *CHATGPT SUBSCR   OPENAI.COM   CA",Business Services,-21.26,Posted
2026-01-05,"Icp Goldfish Swim Schoo","ICP*Goldfish Swim Schoo  480-6802323  AZ",Education,-2.01,Posted
2026-01-05,"Blu Omega Payroll","BLU OMEGA LLC    PAYROLL    ***********4R67",Paycheck,3513.14,Posted
2026-01-02,"Interest Paid","INTEREST PAID",Interest Income,0.02,Posted
2026-01-02,"Posit Software","POSIT SOFTWARE  PBC      WWW.POSIT.CO MA",Electronics & Software,-13.82,Posted
2026-01-02,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-6.02,Posted
2025-12-30,"Stash Cash Yyoi","Stash Cash Mngt  Stash      ***********YYOI",Investments,-30.00,Posted
2025-12-30,"Amazon","AMAZON MARKETPLA INTERNET   ***********5548",Shopping,-20.19,Posted
2025-12-30,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.82,Posted
2025-12-29,"Cox Communications","COX COMM PHX     PURCHASE   ***********K7Rb",Utilities,-145.95,Posted
2025-12-29,"Stash","STASH CAPITAL (S ACH        ***********3273",Investments,-100.00,Posted
2025-12-29,"City of Chandler","CITY OF CHANDLER UTILITY    ***********6291",Utilities,-66.73,Posted
2025-12-29,"Amazon","AMAZON MARKETPLA INTERNET   ***********9902",Shopping,-37.60,Posted
2025-12-29,"Circle K","CIRCLE K # 03462         GILBERT      AZ",Fast Food,-41.98,Posted
2025-12-29,"Goodwill","GOODWILL # 098           GILBERT      AZ",Shopping,-13.26,Posted
2025-12-29,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-3.18,Posted
2025-12-29,"Icp Goldfish Swim Schoo","ICP*Goldfish Swim Schoo  480-6802323  AZ",Education,-2.01,Posted
2025-12-26,"PayPal Purchase","PAYPAL           INST XFER  ***********1518",Uncategorized,-34.99,Posted
2025-12-26,"PayPal Purchase","PAYPAL           INST XFER  *********** E36",Uncategorized,-11.61,Posted
2025-12-26,"PayPal Purchase","PAYPAL           INST XFER  ***********TIME",Uncategorized,-4.25,Posted
2025-12-24,"Amazon Store Card","AMZ_STORECRD_PMT PAYMENT    ***********6199",Credit Card Payment,-216.00,Posted
2025-12-24,"Marshalls","MARSHALLS #205           GILBERT      AZ",Shopping,-61.68,Posted
2025-12-24,"Hulu","Hulu                     877-8244858  CA",Television,-12.99,Posted
2025-12-23,"Blue Sky Pest Co","Blue Sky Pest Co WWP*Blue S ***********f475",Uncategorized,-50.00,Posted
2025-12-23,"Stash Cash","Stash Cash Mngt  Stash      ***********FN1X",Investments,-30.00,Posted
2025-12-23,"Costco","COSTCO WHSE #0644        GILBERT      AZ",Shopping,-211.89,Posted
2025-12-23,"Marshalls","MARSHALLS #205           GILBERT      AZ",Shopping,-205.68,Posted
2025-12-23,"Dick's Sporting Goods","Dicks Sporting Goods     Gilbert      AZ",Sporting Goods,-111.45,Posted
2025-12-22,"On Inc","On Inc                   855-4336717  OR",Clothing,-200.00,Posted
2025-12-22,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-12.75,Posted
2025-12-22,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.51,Posted
2025-12-19,"Rocket Money Premium","Rocket Money     Premium    ***********K7H2",Financial,-10.78,Posted
2025-12-18,"Blu Omega Payroll","BLU OMEGA LLC    PAYROLL    ***********4R67",Paycheck,3494.63,Posted
2025-12-17,"Transfer to Venmo","VENMO            PAYMENT    ***********1277",Transfer,-250.00,Posted
2025-12-17,"Posit Software","POSIT SOFTWARE  PBC      POSIT.CO     MA",Business Services,-15.95,Posted
2025-12-17,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.84,Posted
2025-12-16,"Lakeview Loan Servicing","LAKEVIEW LN SRV  MTG PYMT   ***********8233",Mortgage & Rent,-2840.68,Posted
2025-12-16,"Salt River Project SurePay","SRP              SUREPAY-S1 ***********8008",Bills & Utilities,-223.12,Posted
2025-12-16,"Stash Cash","Stash Cash Mngt  Stash      ***********I69J",Investments,-30.00,Posted
2025-12-15,"USAA Credit Card","USAA CREDIT CARD PAYMENT    ***********5021",Credit Card Payment,-129.00,Posted
2025-12-15,"PayPal Purchase","PAYPAL           INST XFER  ***********.HBO",Uncategorized,-19.66,Posted
2025-12-12,"Waste Management","WASTE MANAGEMENT PAYMENT    ***********3001",Utilities,-27.22,Posted
2025-12-12,"Amazon","AMAZON.COM SERVI INTERNET   ***********3050",Shopping,-11.64,Posted
2025-12-11,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-13.81,Posted
2025-12-09,"Stash Cash","Stash Cash Mngt  Stash      ***********O9XS",Investments,-30.00,Posted
2025-12-09,"PayPal Purchase","PAYPAL           INST XFER  ***********3701",Uncategorized,-12.75,Posted
2025-12-09,"PayPal Purchase","PAYPAL           INST XFER  ***********RRIS",Uncategorized,-7.00,Posted
2025-12-09,"Fabletics","IBI*FABLETICS.COM        844-3225384  CA",Clothing,-69.95,Posted
